weaponDetailId,WEAPON_ID,WEAPON_TYPE_ID,MANUFACTURE_DETAILS_MAKE,MANUFACTURE_DETAILS_MODEL,MANUFACTURE_DETAILS_SERIAL_NO,BARREL_QUANTITY,BARREL_UNIT,BARREL_VALUE,CALIBRE,MAG_CAP,OVERALL_LENGTH_QUANTITY,OVERALL_LENGTH_UNIT,OVERALL_LENGTH_VALUE,IS_CORRECT,CHANGES,DATE_RETURNED,DETAILS,QUANTITY,IS_MARKED_FOR_TRANSFER,DB_INSERT_DATE,DB_UPDATE_DATE,DB_UPDATE_AGENT,DB_UPDATE_CASE_ID,WEAPON_REGISTRATION_NUMBER,DB_UPDATE_PC_NUMBER,DB_UPDATE_IP_ADDRESS,DB_UPDATE_SESSION_ID,CATEGORY_CHOICE_CODE,ACTION_CHOICE_CODE,TYPE_CHOICE_CODE,DESCRIPTION_CHOICE_CODE
29406385,NULL,1,Lithgow ,No 4 mk1 saf ,42c6549,1,NULL,NULL,303,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,29:49.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406386,NULL,1,NULL,NULL,NULL,1,NULL,127,.38 S&W,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,40:06.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,REV,CAH,A31
29406387,NULL,1,NULL,NULL,NULL,1,NULL,NULL,.12 Gauge,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,07:00.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406388,NULL,1,NULL,NULL,NULL,1,NULL,NULL,22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14:00.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406389,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.17HMR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,24:21.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406390,NULL,1,NULL,NULL,NULL,1,NULL,152,.9mm,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,47:07.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAH,NULL
29406391,NULL,1,Marlin,336W,MR61748F,1,NULL,NULL,30/30,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406392,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.357,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14:04.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406393,NULL,1,Gamo,Cfx,04â1C-586416-09,1,NULL,NULL,0.177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,23:20.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAA,A04
29406394,NULL,1,Marlin,980s ,93658344,1,NULL,NULL,.22 lr,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32:13.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406395,NULL,1,Lithgow,Crossover,14Z01031,1,NULL,NULL,.22LR,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,54:38.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406396,NULL,1,NULL,NULL,NULL,1,NULL,NULL,30-30,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19:41.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAA,A91
29406397,NULL,1,Marlin,1895SBL,MR10549B,1,NULL,NULL,45/70,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,27:44.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406398,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,58:30.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406399,NULL,1,NULL,NULL,158-13607,1,NULL,100,0.357,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10:10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,REV,CAH,A30
29406400,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26:46.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A07
29406601,NULL,1,NULL,NULL,NULL,1,NULL,NULL,223,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,36:19.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406602,NULL,1,NULL,NULL,NULL,1,NULL,NULL,223,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,49:01.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406603,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12g,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:59.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A08
29406604,NULL,1,Sako,L579,323437,1,NULL,NULL,22 .250,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,46:30.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406605,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12 g,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,50:02.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A07
29406606,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,54:07.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIR,CAA,A04
29406607,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,04:50.5,01:46.7,BatchSession,14077914,NULL,10.46.202.173,10.46.202.173,37FCF52880D1CBD93A2F51817055E4C5.pk24_K1,NULL,BRK,CAA,A04
29406608,NULL,1,NULL,NULL,NULL,1,NULL,NULL,223,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,06:30.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PMP,CAB,A16
29406609,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.41,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,25:00.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A07
29406610,NULL,1,NULL,NULL,01812PY167,1,NULL,NULL,.44 magnum,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43:27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406611,NULL,1,Lithgow,SMLE MkIII*,F40139,1,NULL,NULL,303,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,48:25.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406612,NULL,1,NULL,NULL,NULL,1,NULL,NULL,7.62x54r,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,54:20.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406613,NULL,1,NULL,NULL,NULL,1,NULL,NULL,22LR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22:28.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406614,58402216,1,AKKAR,CHURCHILL,13302729,1,NULL,NULL,12G,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,23:56.2,02:19.0,BatchSession,14077922,10162461,10.46.202.173,10.46.202.173,F00DCDE5188F75786E2677C57A3E355F.pk24_K1,NULL,BRK,CAA,A07
29406615,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12 gauge,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,37:54.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406616,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12 gauge ,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,51:00.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406617,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12GA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:57.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406618,NULL,1,NULL,NULL,NULL,1,NULL,121,9MM,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,34:06.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAH,A31
29406620,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,06:04.4,01:51.7,BatchSession,14081219,NULL,10.46.202.173,10.46.202.173,FB3F3A6A8FDA1B9E08FFAA8D42EFCA26.pk24_K1,NULL,BRK,CAA,A07
29406621,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.27,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:55.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406622,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:25.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406623,NULL,1,NULL,NULL,NULL,1,NULL,NULL,223,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21:03.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406624,NULL,1,NULL,NULL,NULL,1,NULL,NULL,.22MAG,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,28:57.9,04:23.9,BatchSession,14077930,NULL,10.46.202.173,10.46.202.173,FB3F3A6A8FDA1B9E08FFAA8D42EFCA26.pk24_K1,NULL,BLT,CAA,A91
29406625,NULL,1,Stirling,Single Barrel,78043,1,NULL,NULL,12G,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43:21.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A07
29406626,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12g,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,44:54.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406627,NULL,1,Remington,700,6549034,1,NULL,NULL,0.177,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,52:19.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406628,NULL,1,Brno,22,123547,1,NULL,NULL,0.22,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,01:33.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406629,NULL,1,NULL,NULL,NULL,1,NULL,NULL,22LR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,25:01.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406630,NULL,1,NULL,NULL,NULL,1,NULL,120,9mm,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53:33.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAH,B03
29406631,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12g,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,50:24.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406632,NULL,1,NULL,NULL,NM4715,1,NULL,94,9 x 18 mm,8,1,NULL,160,NULL,NULL,NULL,NULL,NULL,0,30:17.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAH,A31
29406633,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,40:37.7,00:59.7,BatchSession,14077939,NULL,10.46.202.173,10.46.202.173,30EEA7A8F6D26BC9868EE0DF3EA69045.pk24_K1,NULL,BLT,CAA,A91
29406634,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43:19.5,01:29.4,BatchSession,14081232,NULL,10.46.202.173,10.46.202.173,30EEA7A8F6D26BC9868EE0DF3EA69045.pk24_K1,NULL,BLT,CAA,A07
29406635,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.308,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,47:16.1,02:08.7,BatchSession,14081233,NULL,10.46.202.173,10.46.202.173,30EEA7A8F6D26BC9868EE0DF3EA69045.pk24_K1,NULL,BLT,CAB,A16
29406636,31389277,1,BIRMINGHAM SMALL ARMS CO,METEOR,487,1,NULL,NULL,12G,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53:33.9,02:51.7,BatchSession,14077941,2090302,10.46.202.173,10.46.202.173,30EEA7A8F6D26BC9868EE0DF3EA69045.pk24_K1,NULL,BRK,CAA,A07
29406637,NULL,1,Baikal,74,P15943,1,NULL,NULL,12,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19:56.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A25
29406638,NULL,1,Weatherby ,Vanguard ,VS259497,1,NULL,NULL,0.243,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21:37.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406639,NULL,1,Rossi,Puma,SK117517,1,NULL,NULL,0.357,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,35:46.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406640,NULL,1,Adler ,A110,18AU 01552,1,NULL,NULL,12,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,47:01.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A08
29406641,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,55:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAA,A04
29406654,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,42:23.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406655,NULL,1,Sturm Ruger,77,792-46207,1,NULL,NULL,.22/250,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,52:44.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,NULL
29406656,NULL,1,NULL,NULL,NULL,1,NULL,NULL,357,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53:25.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406657,NULL,1,RUGER,M77,784-68183,1,NULL,NULL,0.222,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,56:20.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406658,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,58:25.1,01:18.7,BatchSession,14075473,NULL,10.46.202.173,10.46.202.173,4F96A8AB432CC26BE107A87E2D9262A3.pk24_K1,NULL,AIR,CAA,A04
29406659,NULL,1,NULL,NULL,NULL,1,NULL,NULL,.22LR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,23:21.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406660,NULL,1,NULL,NULL,NULL,1,NULL,NULL,.223Rem,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26:06.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406665,NULL,1,NULL,NULL,NULL,1,NULL,NULL,308,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,45:14.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406672,NULL,1,slazenger,12,10385,1,NULL,NULL,22,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21:29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406673,NULL,1,NULL,NULL,NULL,1,NULL,NULL,177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,23:37.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIR,CAA,A04
29406674,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,30:52.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A07
29406675,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,31:25.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAA,A04
29406676,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,41:39.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A07
29406677,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12 Gauge,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,42:08.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAC,A19
29406678,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,30:56.5,00:39.8,BatchSession,14075490,NULL,10.46.202.173,10.46.202.173,37FCF52880D1CBD93A2F51817055E4C5.pk24_K1,NULL,BLT,CAA,A07
29406679,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,49:32.5,01:19.9,BatchSession,14077776,NULL,10.46.202.173,10.46.202.173,37FCF52880D1CBD93A2F51817055E4C5.pk24_K1,NULL,BRK,CAA,A04
29406680,NULL,1,NULL,NULL,WTT03923AW,1,NULL,NULL,30-30,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,25:01.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406681,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,37:32.4,00:37.3,BatchSession,14077781,NULL,10.46.202.173,10.46.202.173,F00DCDE5188F75786E2677C57A3E355F.pk24_K1,NULL,BRK,CAA,A07
29406682,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.177,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,57:21.4,01:15.3,BatchSession,14077784,NULL,10.46.202.173,10.46.202.173,F00DCDE5188F75786E2677C57A3E355F.pk24_K1,NULL,AIR,CAA,A04
29406683,NULL,1,NULL,NULL,NULL,1,NULL,NULL,357 Mag,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26:13.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406684,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.308,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,31:44.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406688,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53:10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A07
29406689,NULL,1,HENRY,22,T80607H,1,NULL,NULL,0.22,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,01:16.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAA,A91
29406690,NULL,1,NULL,NULL,NULL,1,NULL,NULL,6.5 creed,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:20.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406694,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,39:39.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A91
29406695,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.223,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32:25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406696,NULL,1,NULL,NULL,NULL,1,NULL,NULL,7x57 Mause,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,44:53.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406697,NULL,1,NULL,NULL,NULL,1,NULL,NULL,310,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,59:27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406698,NULL,1,NULL,NULL,NULL,1,NULL,NULL,30 - 30,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:34.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406699,NULL,1,Colt,1911A1,782748,1,NULL,127,45 Auto,7,1,NULL,219,NULL,NULL,NULL,NULL,NULL,0,19:14.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAU,CAH,COL
29406700,NULL,1,Remington,7615,B8567863,1,NULL,NULL,0.223,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,37:07.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PMP,CAB,NULL
29406751,NULL,1,Damascus,Sam Buckley & Co,Nil Visible,1,NULL,NULL,12G,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:05.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A25
29406752,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAA,A25
29406753,NULL,1,Enfield,Lee Enfield,QCP1903,1,NULL,NULL,0.303,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22:31.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406754,NULL,1,Boito,2.5 Chamber,683690,1,NULL,NULL,12G,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,28:44.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRK,CAA,A25
29406755,NULL,1,NULL,NULL,NULL,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,36:10.1,03:15.1,BatchSession,14081227,NULL,10.46.202.173,10.46.202.173,4882AAC5B7219488AC22AB74D6298AC8.pk24_K1,NULL,BLT,CAA,A91
29406756,NULL,1,NULL,NULL,NULL,1,NULL,NULL,25,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,07:30.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406757,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12 Gauge,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,34:08.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A08
29406758,NULL,1,SMLE,No 4 Mk 1,a8044,1,NULL,NULL,0.303,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,47:15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A12
29406759,NULL,1,Parker Hale,Unknown,88836,1,NULL,NULL,22/250,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,00:03.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BLT,CAB,A16
29406760,NULL,1,Browning,92,03835PY/67,1,NULL,NULL,44 Mag,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,06:14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406761,NULL,1,NULL,NULL,NULL,1,NULL,NULL,12G,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26:57.6,12:16.6,BatchSession,14085656,NULL,10.46.230.51,10.46.230.51,57587F6A8A3D6B39F6A963EB1E046B00.pk24_K1,NULL,BLT,CAA,A07
29406762,NULL,1,Winchester,94,YB4431,1,NULL,NULL,30-30,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,35:31.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406810,NULL,1,Marlin,336C,HR09822E,1,NULL,NULL,30-30,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,03:15.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LVR,CAB,A16
29406851,NULL,1,NULL,NULL,21080,1,NULL,NULL,0.31,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,36:23.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAR,CAB,A16
191163644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:38.3,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191163849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38:43.5,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191164047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40:41.0,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191164335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43:29.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191164634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46:28.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
